,embryoname,embryoidx,phase,phaseidx,imagename-fullpath,fname,trainvaltest,timepoint
126,BE327-2,11,t9+,10,./data/embryo/embryo_dataset/BE327-2/D2014.04.10_S1067_I132_WELL2_RUN296.jpeg,BE327-2/D2014.04.10_S1067_I132_WELL2_RUN296.jpeg,train,9
127,BE327-2,11,tM,11,./data/embryo/embryo_dataset/BE327-2/D2014.04.10_S1067_I132_WELL2_RUN342.jpeg,BE327-2/D2014.04.10_S1067_I132_WELL2_RUN342.jpeg,train,10
128,BE327-2,11,tSB,12,./data/embryo/embryo_dataset/BE327-2/D2014.04.10_S1067_I132_WELL2_RUN368.jpeg,BE327-2/D2014.04.10_S1067_I132_WELL2_RUN368.jpeg,train,11
129,BE327-2,11,tB,13,./data/embryo/embryo_dataset/BE327-2/D2014.04.10_S1067_I132_WELL2_RUN394.jpeg,BE327-2/D2014.04.10_S1067_I132_WELL2_RUN394.jpeg,train,12
130,BE327-2,11,tEB,14,./data/embryo/embryo_dataset/BE327-2/D2014.04.10_S1067_I132_WELL2_RUN396.jpeg,BE327-2/D2014.04.10_S1067_I132_WELL2_RUN396.jpeg,train,13
131,ADM715-1-2,12,tPB2,0,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN22.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN22.jpeg,train,0
132,ADM715-1-2,12,tPNa,1,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN34.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN34.jpeg,train,1
133,ADM715-1-2,12,tPNf,2,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN104.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN104.jpeg,train,2
134,ADM715-1-2,12,t2,3,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN113.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN113.jpeg,train,3
135,ADM715-1-2,12,t4,5,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN148.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN148.jpeg,train,5
136,ADM715-1-2,12,t5,6,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN182.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN182.jpeg,train,6
137,ADM715-1-2,12,t6,7,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN186.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN186.jpeg,train,7
138,ADM715-1-2,12,t7,8,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN188.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN188.jpeg,train,8
139,ADM715-1-2,12,t8,9,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN197.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN197.jpeg,train,9
140,ADM715-1-2,12,tM,11,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN264.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN264.jpeg,train,11
141,ADM715-1-2,12,tSB,12,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN276.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN276.jpeg,train,12
142,ADM715-1-2,12,tB,13,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN304.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN304.jpeg,train,13
143,ADM715-1-2,12,tEB,14,./data/embryo/embryo_dataset/ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN310.jpeg,ADM715-1-2/D2016.09.08_S0471_I647_WELL2_RUN310.jpeg,train,14
144,BF924-3,13,tPB2,0,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN8.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN8.jpeg,val,0
145,BF924-3,13,tPNa,1,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN18.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN18.jpeg,val,1
146,BF924-3,13,tPNf,2,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN95.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN95.jpeg,val,2
147,BF924-3,13,t2,3,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN105.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN105.jpeg,val,3
148,BF924-3,13,t3,4,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN157.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN157.jpeg,val,4
149,BF924-3,13,t4,5,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN171.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN171.jpeg,val,5
150,BF924-3,13,t5,6,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN223.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN223.jpeg,val,6
151,BF924-3,13,t6,7,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN243.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN243.jpeg,val,7
152,BF924-3,13,t7,8,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN245.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN245.jpeg,val,8
153,BF924-3,13,t8,9,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN302.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN302.jpeg,val,9
154,BF924-3,13,t9+,10,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN304.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN304.jpeg,val,10
155,BF924-3,13,tM,11,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN362.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN362.jpeg,val,11
156,BF924-3,13,tSB,12,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN378.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN378.jpeg,val,12
157,BF924-3,13,tB,13,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN413.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN413.jpeg,val,13
158,BF924-3,13,tEB,14,./data/embryo/embryo_dataset/BF924-3/D2015.11.02_S1508_I132_WELL3_RUN415.jpeg,BF924-3/D2015.11.02_S1508_I132_WELL3_RUN415.jpeg,val,14
159,AG274-2,14,tPB2,0,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN7.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN7.jpeg,train,0
160,AG274-2,14,tPNa,1,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN23.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN23.jpeg,train,1
161,AG274-2,14,tPNf,2,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN100.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN100.jpeg,train,2
162,AG274-2,14,t2,3,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN112.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN112.jpeg,train,3
163,AG274-2,14,t3,4,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN170.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN170.jpeg,train,4
164,AG274-2,14,t4,5,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN172.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN172.jpeg,train,5
165,AG274-2,14,t5,6,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN178.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN178.jpeg,train,6
166,AG274-2,14,t6,7,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN229.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN229.jpeg,train,7
167,AG274-2,14,t7,8,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN235.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN235.jpeg,train,8
168,AG274-2,14,t8,9,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN319.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN319.jpeg,train,9
169,AG274-2,14,t9+,10,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN329.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN329.jpeg,train,10
170,AG274-2,14,tM,11,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN465.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN465.jpeg,train,11
171,AG274-2,14,tSB,12,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN492.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN492.jpeg,train,12
172,AG274-2,14,tB,13,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN508.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN508.jpeg,train,13
173,AG274-2,14,tEB,14,./data/embryo/embryo_dataset/AG274-2/D2013.03.13_S0763_I132_WELL2_RUN554.jpeg,AG274-2/D2013.03.13_S0763_I132_WELL2_RUN554.jpeg,train,14
174,BG201-1,15,tPB2,0,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN9.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN9.jpeg,val,0
175,BG201-1,15,tPNa,1,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN17.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN17.jpeg,val,1
176,BG201-1,15,tPNf,2,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN109.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN109.jpeg,val,2
177,BG201-1,15,t2,3,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN119.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN119.jpeg,val,3
178,BG201-1,15,t3,4,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN174.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN174.jpeg,val,4
179,BG201-1,15,t4,5,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN176.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN176.jpeg,val,5
180,BG201-1,15,t8,9,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN275.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN275.jpeg,val,9
181,BG201-1,15,t9+,10,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN300.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN300.jpeg,val,10
182,BG201-1,15,tM,11,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN404.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN404.jpeg,val,11
183,BG201-1,15,tSB,12,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN432.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN432.jpeg,val,12
184,BG201-1,15,tB,13,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN488.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN488.jpeg,val,13
185,BG201-1,15,tEB,14,./data/embryo/embryo_dataset/BG201-1/D2013.02.22_S0745_I132_WELL1_RUN494.jpeg,BG201-1/D2013.02.22_S0745_I132_WELL1_RUN494.jpeg,val,14
186,AG782-6,16,tPB2,0,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN20.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN20.jpeg,train,0
187,AG782-6,16,tPNa,1,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN36.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN36.jpeg,train,1
188,AG782-6,16,tPNf,2,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN126.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN126.jpeg,train,2
189,AG782-6,16,t2,3,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN142.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN142.jpeg,train,3
190,AG782-6,16,t4,5,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN206.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN206.jpeg,train,5
191,AG782-6,16,t8,9,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN274.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN274.jpeg,train,9
192,AG782-6,16,t9+,10,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN381.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN381.jpeg,train,10
193,AG782-6,16,tM,11,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN483.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN483.jpeg,train,11
194,AG782-6,16,tSB,12,./data/embryo/embryo_dataset/AG782-6/D2013.07.16_S0883_I132_WELL6_RUN543.jpeg,AG782-6/D2013.07.16_S0883_I132_WELL6_RUN543.jpeg,train,12
195,BJ497-7,17,tPNf,2,./data/embryo/embryo_dataset/BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN23.jpeg,BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN23.jpeg,test,0
196,BJ497-7,17,t2,3,./data/embryo/embryo_dataset/BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN33.jpeg,BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN33.jpeg,test,1
197,BJ497-7,17,t3,4,./data/embryo/embryo_dataset/BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN83.jpeg,BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN83.jpeg,test,2
198,BJ497-7,17,t4,5,./data/embryo/embryo_dataset/BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN85.jpeg,BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN85.jpeg,test,3
199,BJ497-7,17,t5,6,./data/embryo/embryo_dataset/BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN137.jpeg,BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN137.jpeg,test,4
200,BJ497-7,17,t6,7,./data/embryo/embryo_dataset/BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN149.jpeg,BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN149.jpeg,test,5
201,BJ497-7,17,t8,9,./data/embryo/embryo_dataset/BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN165.jpeg,BJ497-7/D2016.05.31_S0409_I647_WELL7_RUN165.jpeg,test,7
202,AG782-8,18,tPB2,0,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN14.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN14.jpeg,train,0
203,AG782-8,18,tPNa,1,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN30.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN30.jpeg,train,1
204,AG782-8,18,tPNf,2,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN90.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN90.jpeg,train,2
205,AG782-8,18,t2,3,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN108.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN108.jpeg,train,3
206,AG782-8,18,t4,5,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN154.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN154.jpeg,train,5
207,AG782-8,18,t8,9,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN213.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN213.jpeg,train,9
208,AG782-8,18,t9+,10,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN291.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN291.jpeg,train,10
209,AG782-8,18,tM,11,./data/embryo/embryo_dataset/AG782-8/D2013.07.16_S0883_I132_WELL8_RUN366.jpeg,AG782-8/D2013.07.16_S0883_I132_WELL8_RUN366.jpeg,train,11
210,BJ492-8,19,tPB2,0,./data/embryo/embryo_dataset/BJ492-8/D2017.05.10_S0698_I647_WELL8_RUN11.jpeg,BJ492-8/D2017.05.10_S0698_I647_WELL8_RUN11.jpeg,val,0
211,BJ492-8,19,t9+,10,./data/embryo/embryo_dataset/BJ492-8/D2017.05.10_S0698_I647_WELL8_RUN232.jpeg,BJ492-8/D2017.05.10_S0698_I647_WELL8_RUN232.jpeg,val,10
212,BJ492-8,19,tB,13,./data/embryo/embryo_dataset/BJ492-8/D2017.05.10_S0698_I647_WELL8_RUN514.jpeg,BJ492-8/D2017.05.10_S0698_I647_WELL8_RUN514.jpeg,val,13
213,AH988-4,20,tPB2,0,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN11.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN11.jpeg,val,0
214,AH988-4,20,tPNa,1,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN29.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN29.jpeg,val,1
215,AH988-4,20,tPNf,2,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN114.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN114.jpeg,val,2
216,AH988-4,20,t2,3,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN121.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN121.jpeg,val,3
217,AH988-4,20,t4,5,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN175.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN175.jpeg,val,5
218,AH988-4,20,t5,6,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN222.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN222.jpeg,val,6
219,AH988-4,20,t6,7,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN228.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN228.jpeg,val,7
220,AH988-4,20,t7,8,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN232.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN232.jpeg,val,8
221,AH988-4,20,t8,9,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN236.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN236.jpeg,val,9
222,AH988-4,20,t9+,10,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN307.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN307.jpeg,val,10
223,AH988-4,20,tM,11,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN397.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN397.jpeg,val,11
224,AH988-4,20,tSB,12,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN423.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN423.jpeg,val,12
225,AH988-4,20,tB,13,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN452.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN452.jpeg,val,13
226,AH988-4,20,tEB,14,./data/embryo/embryo_dataset/AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN463.jpeg,AH988-4/F0/D2015.11.18_S1523_I132_WELL4_RUN463.jpeg,val,14
227,BK428-2,21,tPB2,0,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN10.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN10.jpeg,test,0
228,BK428-2,21,tPNa,1,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN20.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN20.jpeg,test,1
229,BK428-2,21,tPNf,2,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN84.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN84.jpeg,test,2
230,BK428-2,21,t2,3,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN94.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN94.jpeg,test,3
231,BK428-2,21,t4,5,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN136.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN136.jpeg,test,5
232,BK428-2,21,t5,6,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN186.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN186.jpeg,test,6
233,BK428-2,21,t6,7,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN192.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN192.jpeg,test,7
234,BK428-2,21,t7,8,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN194.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN194.jpeg,test,8
235,BK428-2,21,t8,9,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN206.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN206.jpeg,test,9
236,BK428-2,21,t9+,10,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN274.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN274.jpeg,test,10
237,BK428-2,21,tM,11,./data/embryo/embryo_dataset/BK428-2/D2016.05.10_S0391_I647_WELL2_RUN341.jpeg,BK428-2/D2016.05.10_S0391_I647_WELL2_RUN341.jpeg,test,11
238,AHS115-5,22,tPB2,0,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN15.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN15.jpeg,val,0
239,AHS115-5,22,tPNa,1,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN23.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN23.jpeg,val,1
240,AHS115-5,22,tPNf,2,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN97.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN97.jpeg,val,2
241,AHS115-5,22,t2,3,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN105.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN105.jpeg,val,3
242,AHS115-5,22,t3,4,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN149.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN149.jpeg,val,4
243,AHS115-5,22,t4,5,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN161.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN161.jpeg,val,5
244,AHS115-5,22,t7,8,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN210.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN210.jpeg,val,8
245,AHS115-5,22,t9+,10,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN328.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN328.jpeg,val,10
246,AHS115-5,22,tM,11,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN392.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN392.jpeg,val,11
247,AHS115-5,22,tSB,12,./data/embryo/embryo_dataset/AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN412.jpeg,AHS115-5/D2016.02.10_S1577_I132_WELL5_RUN412.jpeg,val,12
248,BL042-8,23,tPB2,0,./data/embryo/embryo_dataset/BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN8.jpeg,BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN8.jpeg,val,0
249,BL042-8,23,tPNa,1,./data/embryo/embryo_dataset/BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN24.jpeg,BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN24.jpeg,val,1
250,BL042-8,23,tPNf,2,./data/embryo/embryo_dataset/BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN86.jpeg,BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN86.jpeg,val,2
251,BL042-8,23,t2,3,./data/embryo/embryo_dataset/BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN94.jpeg,BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN94.jpeg,val,3
252,BL042-8,23,t3,4,./data/embryo/embryo_dataset/BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN137.jpeg,BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN137.jpeg,val,4
253,BL042-8,23,t4,5,./data/embryo/embryo_dataset/BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN149.jpeg,BL042-8/F0/D2015.01.22_S1295_I132_WELL8_RUN149.jpeg,val,5
